action_rank,operator_priority,row_rank,benchmark_id,target_id,scope,row_fill_csv,field_guide_md,evidence_class,template_column,current_value,expected_value,blocker,recommended_action,local_destination_hint
242,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,target_identity,target_id,REQUIRED_MONOMER_009,cleared historical non-CASP17 target ID,target_id_placeholder,replace placeholder with a cleared historical non-current CASP target ID,
243,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,core_file,prediction_pdb,runs/casp17_historical_benchmark_predictions_current/REQUIRED_MONOMER_009_prediction.pdb,local internally generated prediction PDB made before native release,prediction_pdb_placeholder,place a validated local PDB at runs/casp17_historical_benchmark_predictions_current/<HISTORICAL_TARGET_ID>_prediction.pdb and update row_fill.csv,runs/casp17_historical_benchmark_predictions_current/<HISTORICAL_TARGET_ID>_prediction.pdb
244,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,core_file,native_pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_MONOMER_009_native.pdb,local released historical native PDB after no-leak review,native_pdb_placeholder,place a validated local PDB at runs/casp17_historical_benchmark_natives_current/<HISTORICAL_TARGET_ID>_native.pdb and update row_fill.csv,runs/casp17_historical_benchmark_natives_current/<HISTORICAL_TARGET_ID>_native.pdb
245,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,provenance,leakage_clearance,REQUIRED_NO_LEAK_CLEARANCE,no_leak / cleared / internal_no_leak,leakage_clearance_requires_no_leak_clearance,record no_leak/cleared only after no-leak provenance review,
246,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,provenance,prediction_method,REQUIRED_INTERNAL_METHOD,internal method identifier,prediction_method_required,record the internal prediction method used before native release,
247,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,provenance,prediction_created_at,YYYY-MM-DD,YYYY-MM-DD,prediction_created_at_requires_iso_date,replace with an ISO date and ensure prediction_created_at is before native_release_date,
248,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,provenance,native_release_date,YYYY-MM-DD,YYYY-MM-DD,native_release_date_requires_iso_date,replace with an ISO date and ensure prediction_created_at is before native_release_date,
249,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,provenance,prediction_generated_before_native_release,REQUIRED_TRUE_CONFIRMATION,true,prediction_before_native_release_confirmation_required,set to true only when the date/provenance evidence supports it,
250,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,provenance,public_template_or_native_used_for_prediction,REQUIRED_FALSE_CONFIRMATION,false,public_template_or_native_used_for_prediction_must_be_false,set to false only after the no-leak review supports that confirmation,
251,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,provenance,other_team_model_used,REQUIRED_FALSE_CONFIRMATION,false,other_team_model_used_must_be_false,set to false only after the no-leak review supports that confirmation,
252,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,provenance,post_release_information_used,REQUIRED_FALSE_CONFIRMATION,false,post_release_information_used_must_be_false,set to false only after the no-leak review supports that confirmation,
253,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,provenance,current_casp17_target,REQUIRED_FALSE_CONFIRMATION,false,current_casp17_target_must_be_false,set to false only after the no-leak review supports that confirmation,
254,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,provenance,operator_clearance,REQUIRED_OPERATOR_CLEARANCE,no_leak / cleared / internal_no_leak,operator_clearance_requires_no_leak_clearance,record no_leak/cleared only after no-leak provenance review,
255,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,ablation_file,recursive_prediction_pdb,runs/casp17_historical_ablation_predictions_current/recursive/REQUIRED_MONOMER_009TS.pdb,local recursive ablation prediction PDB for the same historical target,recursive_prediction_pdb_placeholder,place a validated local PDB at runs/casp17_historical_ablation_predictions_current/recursive/<HISTORICAL_TARGET_ID>TS.pdb and update row_fill.csv,runs/casp17_historical_ablation_predictions_current/recursive/<HISTORICAL_TARGET_ID>TS.pdb
256,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,ablation_file,scored_prediction_pdb,runs/casp17_historical_ablation_predictions_current/scored/REQUIRED_MONOMER_009TS.pdb,local scored ablation prediction PDB for the same historical target,scored_prediction_pdb_placeholder,place a validated local PDB at runs/casp17_historical_ablation_predictions_current/scored/<HISTORICAL_TARGET_ID>TS.pdb and update row_fill.csv,runs/casp17_historical_ablation_predictions_current/scored/<HISTORICAL_TARGET_ID>TS.pdb
257,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,ablation_file,sidechain_scaffold_prediction_pdb,runs/casp17_historical_ablation_predictions_current/sidechain_scaffold/REQUIRED_MONOMER_009TS.pdb,local sidechain_scaffold ablation prediction PDB for the same historical target,sidechain_scaffold_prediction_pdb_placeholder,place a validated local PDB at runs/casp17_historical_ablation_predictions_current/sidechain_scaffold/<HISTORICAL_TARGET_ID>TS.pdb and update row_fill.csv,runs/casp17_historical_ablation_predictions_current/sidechain_scaffold/<HISTORICAL_TARGET_ID>TS.pdb
258,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,ablation_file,sidechain_repacked_prediction_pdb,runs/casp17_historical_ablation_predictions_current/sidechain_repacked/REQUIRED_MONOMER_009TS.pdb,local sidechain_repacked ablation prediction PDB for the same historical target,sidechain_repacked_prediction_pdb_placeholder,place a validated local PDB at runs/casp17_historical_ablation_predictions_current/sidechain_repacked/<HISTORICAL_TARGET_ID>TS.pdb and update row_fill.csv,runs/casp17_historical_ablation_predictions_current/sidechain_repacked/<HISTORICAL_TARGET_ID>TS.pdb
259,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,ablation_file,sidechain_completed_prediction_pdb,runs/casp17_historical_ablation_predictions_current/sidechain_completed/REQUIRED_MONOMER_009TS.pdb,local sidechain_completed ablation prediction PDB for the same historical target,sidechain_completed_prediction_pdb_placeholder,place a validated local PDB at runs/casp17_historical_ablation_predictions_current/sidechain_completed/<HISTORICAL_TARGET_ID>TS.pdb and update row_fill.csv,runs/casp17_historical_ablation_predictions_current/sidechain_completed/<HISTORICAL_TARGET_ID>TS.pdb
260,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,ablation_file,steric_relaxed_prediction_pdb,runs/casp17_historical_ablation_predictions_current/steric_relaxed/REQUIRED_MONOMER_009TS.pdb,local steric_relaxed ablation prediction PDB for the same historical target,steric_relaxed_prediction_pdb_placeholder,place a validated local PDB at runs/casp17_historical_ablation_predictions_current/steric_relaxed/<HISTORICAL_TARGET_ID>TS.pdb and update row_fill.csv,runs/casp17_historical_ablation_predictions_current/steric_relaxed/<HISTORICAL_TARGET_ID>TS.pdb
261,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,ablation_file,rotamer_minimized_prediction_pdb,runs/casp17_historical_ablation_predictions_current/rotamer_minimized/REQUIRED_MONOMER_009TS.pdb,local rotamer_minimized ablation prediction PDB for the same historical target,rotamer_minimized_prediction_pdb_placeholder,place a validated local PDB at runs/casp17_historical_ablation_predictions_current/rotamer_minimized/<HISTORICAL_TARGET_ID>TS.pdb and update row_fill.csv,runs/casp17_historical_ablation_predictions_current/rotamer_minimized/<HISTORICAL_TARGET_ID>TS.pdb
262,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,ablation_file,polar_refined_prediction_pdb,runs/casp17_historical_ablation_predictions_current/polar_refined/REQUIRED_MONOMER_009TS.pdb,local polar_refined ablation prediction PDB for the same historical target,polar_refined_prediction_pdb_placeholder,place a validated local PDB at runs/casp17_historical_ablation_predictions_current/polar_refined/<HISTORICAL_TARGET_ID>TS.pdb and update row_fill.csv,runs/casp17_historical_ablation_predictions_current/polar_refined/<HISTORICAL_TARGET_ID>TS.pdb
263,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,ablation_file,forcefield_minimized_prediction_pdb,runs/casp17_historical_ablation_predictions_current/forcefield_minimized/REQUIRED_MONOMER_009TS.pdb,local forcefield_minimized ablation prediction PDB for the same historical target,forcefield_minimized_prediction_pdb_placeholder,place a validated local PDB at runs/casp17_historical_ablation_predictions_current/forcefield_minimized/<HISTORICAL_TARGET_ID>TS.pdb and update row_fill.csv,runs/casp17_historical_ablation_predictions_current/forcefield_minimized/<HISTORICAL_TARGET_ID>TS.pdb
264,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,ablation_file,statistical_rotamer_prediction_pdb,runs/casp17_historical_ablation_predictions_current/statistical_rotamer/REQUIRED_MONOMER_009TS.pdb,local statistical_rotamer ablation prediction PDB for the same historical target,statistical_rotamer_prediction_pdb_placeholder,place a validated local PDB at runs/casp17_historical_ablation_predictions_current/statistical_rotamer/<HISTORICAL_TARGET_ID>TS.pdb and update row_fill.csv,runs/casp17_historical_ablation_predictions_current/statistical_rotamer/<HISTORICAL_TARGET_ID>TS.pdb
265,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,calibration,selected_model_rank,REQUIRED_1_TO_5,integer 1..5,selected_model_rank_requires_rank_1_to_5,fill with a model rank from 1 to 5,
266,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,calibration,best_model_rank,REQUIRED_1_TO_5,integer 1..5,best_model_rank_requires_rank_1_to_5,fill with a model rank from 1 to 5,
267,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,calibration,selected_native_metric,REQUIRED_NATIVE_METRIC,numeric native metric for selected/oracle model,selected_native_metric_requires_numeric,fill with a numeric calibration value from the historical scoring packet,
268,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,calibration,best_native_metric,REQUIRED_ORACLE_METRIC,numeric native metric for selected/oracle model,best_native_metric_requires_numeric,fill with a numeric calibration value from the historical scoring packet,
269,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,calibration,selected_score,REQUIRED_INTERNAL_SCORE,numeric internal score for selected/oracle model,selected_score_requires_numeric,fill with a numeric calibration value from the historical scoring packet,
270,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_GUIDE.md,calibration,best_score,REQUIRED_ORACLE_SCORE,numeric internal score for selected/oracle model,best_score_requires_numeric,fill with a numeric calibration value from the historical scoring packet,
271,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/FIELD_GUIDE.md,target_identity,benchmark_id,hist_REQUIRED_MONOMER_010,stable hist_* ID for a cleared historical benchmark row,benchmark_id_placeholder,replace with a stable hist_* ID for the chosen cleared historical target,
272,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/FIELD_GUIDE.md,target_identity,target_id,REQUIRED_MONOMER_010,cleared historical non-CASP17 target ID,target_id_placeholder,replace placeholder with a cleared historical non-current CASP target ID,
273,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/FIELD_GUIDE.md,core_file,prediction_pdb,runs/casp17_historical_benchmark_predictions_current/REQUIRED_MONOMER_010_prediction.pdb,local internally generated prediction PDB made before native release,prediction_pdb_placeholder,place a validated local PDB at runs/casp17_historical_benchmark_predictions_current/<HISTORICAL_TARGET_ID>_prediction.pdb and update row_fill.csv,runs/casp17_historical_benchmark_predictions_current/<HISTORICAL_TARGET_ID>_prediction.pdb
274,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/FIELD_GUIDE.md,core_file,native_pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_MONOMER_010_native.pdb,local released historical native PDB after no-leak review,native_pdb_placeholder,place a validated local PDB at runs/casp17_historical_benchmark_natives_current/<HISTORICAL_TARGET_ID>_native.pdb and update row_fill.csv,runs/casp17_historical_benchmark_natives_current/<HISTORICAL_TARGET_ID>_native.pdb
275,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/FIELD_GUIDE.md,provenance,leakage_clearance,REQUIRED_NO_LEAK_CLEARANCE,no_leak / cleared / internal_no_leak,leakage_clearance_requires_no_leak_clearance,record no_leak/cleared only after no-leak provenance review,
276,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/FIELD_GUIDE.md,provenance,prediction_method,REQUIRED_INTERNAL_METHOD,internal method identifier,prediction_method_required,record the internal prediction method used before native release,
277,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/FIELD_GUIDE.md,provenance,prediction_created_at,YYYY-MM-DD,YYYY-MM-DD,prediction_created_at_requires_iso_date,replace with an ISO date and ensure prediction_created_at is before native_release_date,
278,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/FIELD_GUIDE.md,provenance,native_release_date,YYYY-MM-DD,YYYY-MM-DD,native_release_date_requires_iso_date,replace with an ISO date and ensure prediction_created_at is before native_release_date,
279,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/FIELD_GUIDE.md,provenance,prediction_generated_before_native_release,REQUIRED_TRUE_CONFIRMATION,true,prediction_before_native_release_confirmation_required,set to true only when the date/provenance evidence supports it,
280,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/FIELD_GUIDE.md,provenance,public_template_or_native_used_for_prediction,REQUIRED_FALSE_CONFIRMATION,false,public_template_or_native_used_for_prediction_must_be_false,set to false only after the no-leak review supports that confirmation,
281,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/FIELD_GUIDE.md,provenance,other_team_model_used,REQUIRED_FALSE_CONFIRMATION,false,other_team_model_used_must_be_false,set to false only after the no-leak review supports that confirmation,
282,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/FIELD_GUIDE.md,provenance,post_release_information_used,REQUIRED_FALSE_CONFIRMATION,false,post_release_information_used_must_be_false,set to false only after the no-leak review supports that confirmation,
283,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/FIELD_GUIDE.md,provenance,current_casp17_target,REQUIRED_FALSE_CONFIRMATION,false,current_casp17_target_must_be_false,set to false only after the no-leak review supports that confirmation,
284,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/FIELD_GUIDE.md,provenance,operator_clearance,REQUIRED_OPERATOR_CLEARANCE,no_leak / cleared / internal_no_leak,operator_clearance_requires_no_leak_clearance,record no_leak/cleared only after no-leak provenance review,
285,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/FIELD_GUIDE.md,ablation_file,recursive_prediction_pdb,runs/casp17_historical_ablation_predictions_current/recursive/REQUIRED_MONOMER_010TS.pdb,local recursive ablation prediction PDB for the same historical target,recursive_prediction_pdb_placeholder,place a validated local PDB at runs/casp17_historical_ablation_predictions_current/recursive/<HISTORICAL_TARGET_ID>TS.pdb and update row_fill.csv,runs/casp17_historical_ablation_predictions_current/recursive/<HISTORICAL_TARGET_ID>TS.pdb
286,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/FIELD_GUIDE.md,ablation_file,scored_prediction_pdb,runs/casp17_historical_ablation_predictions_current/scored/REQUIRED_MONOMER_010TS.pdb,local scored ablation prediction PDB for the same historical target,scored_prediction_pdb_placeholder,place a validated local PDB at runs/casp17_historical_ablation_predictions_current/scored/<HISTORICAL_TARGET_ID>TS.pdb and update row_fill.csv,runs/casp17_historical_ablation_predictions_current/scored/<HISTORICAL_TARGET_ID>TS.pdb
287,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/FIELD_GUIDE.md,ablation_file,sidechain_scaffold_prediction_pdb,runs/casp17_historical_ablation_predictions_current/sidechain_scaffold/REQUIRED_MONOMER_010TS.pdb,local sidechain_scaffold ablation prediction PDB for the same historical target,sidechain_scaffold_prediction_pdb_placeholder,place a validated local PDB at runs/casp17_historical_ablation_predictions_current/sidechain_scaffold/<HISTORICAL_TARGET_ID>TS.pdb and update row_fill.csv,runs/casp17_historical_ablation_predictions_current/sidechain_scaffold/<HISTORICAL_TARGET_ID>TS.pdb
288,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/FIELD_GUIDE.md,ablation_file,sidechain_repacked_prediction_pdb,runs/casp17_historical_ablation_predictions_current/sidechain_repacked/REQUIRED_MONOMER_010TS.pdb,local sidechain_repacked ablation prediction PDB for the same historical target,sidechain_repacked_prediction_pdb_placeholder,place a validated local PDB at runs/casp17_historical_ablation_predictions_current/sidechain_repacked/<HISTORICAL_TARGET_ID>TS.pdb and update row_fill.csv,runs/casp17_historical_ablation_predictions_current/sidechain_repacked/<HISTORICAL_TARGET_ID>TS.pdb
289,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/FIELD_GUIDE.md,ablation_file,sidechain_completed_prediction_pdb,runs/casp17_historical_ablation_predictions_current/sidechain_completed/REQUIRED_MONOMER_010TS.pdb,local sidechain_completed ablation prediction PDB for the same historical target,sidechain_completed_prediction_pdb_placeholder,place a validated local PDB at runs/casp17_historical_ablation_predictions_current/sidechain_completed/<HISTORICAL_TARGET_ID>TS.pdb and update row_fill.csv,runs/casp17_historical_ablation_predictions_current/sidechain_completed/<HISTORICAL_TARGET_ID>TS.pdb
290,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/FIELD_GUIDE.md,ablation_file,steric_relaxed_prediction_pdb,runs/casp17_historical_ablation_predictions_current/steric_relaxed/REQUIRED_MONOMER_010TS.pdb,local steric_relaxed ablation prediction PDB for the same historical target,steric_relaxed_prediction_pdb_placeholder,place a validated local PDB at runs/casp17_historical_ablation_predictions_current/steric_relaxed/<HISTORICAL_TARGET_ID>TS.pdb and update row_fill.csv,runs/casp17_historical_ablation_predictions_current/steric_relaxed/<HISTORICAL_TARGET_ID>TS.pdb
291,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/FIELD_GUIDE.md,ablation_file,rotamer_minimized_prediction_pdb,runs/casp17_historical_ablation_predictions_current/rotamer_minimized/REQUIRED_MONOMER_010TS.pdb,local rotamer_minimized ablation prediction PDB for the same historical target,rotamer_minimized_prediction_pdb_placeholder,place a validated local PDB at runs/casp17_historical_ablation_predictions_current/rotamer_minimized/<HISTORICAL_TARGET_ID>TS.pdb and update row_fill.csv,runs/casp17_historical_ablation_predictions_current/rotamer_minimized/<HISTORICAL_TARGET_ID>TS.pdb
