fill_id,request_id,candidate_target_id,candidate_scope,request_kind,field_key,operator_template_csv,operator_value,operator_evidence_ref,value_status,evidence_status,fill_status,first_blocker,next_action
source_request_operator_fill_165,source_request_015,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,complex,candidate_replacement_required,operator_clearance,casp17/strict_blind_source_gate_source_request_packet/source_request_015/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_166,source_request_016,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,complex,candidate_replacement_required,source_id,casp17/strict_blind_source_gate_source_request_packet/source_request_016/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_167,source_request_016,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,complex,candidate_replacement_required,prediction_pdb,casp17/strict_blind_source_gate_source_request_packet/source_request_016/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_168,source_request_016,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,complex,candidate_replacement_required,prediction_pdb_dropzone,casp17/strict_blind_source_gate_source_request_packet/source_request_016/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_169,source_request_016,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,complex,candidate_replacement_required,prediction_created_at,casp17/strict_blind_source_gate_source_request_packet/source_request_016/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_170,source_request_016,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,complex,candidate_replacement_required,native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_016/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_171,source_request_016,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,complex,candidate_replacement_required,prediction_created_at/native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_016/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_172,source_request_016,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,complex,candidate_replacement_required,native_authority_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_016/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_173,source_request_016,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,complex,candidate_replacement_required,creation_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_016/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_174,source_request_016,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,complex,candidate_replacement_required,no_leak_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_016/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_175,source_request_016,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,complex,candidate_replacement_required,method_summary,casp17/strict_blind_source_gate_source_request_packet/source_request_016/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_176,source_request_016,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,complex,candidate_replacement_required,operator_clearance,casp17/strict_blind_source_gate_source_request_packet/source_request_016/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_177,source_request_017,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,complex,candidate_replacement_required,source_id,casp17/strict_blind_source_gate_source_request_packet/source_request_017/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_178,source_request_017,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,complex,candidate_replacement_required,prediction_pdb,casp17/strict_blind_source_gate_source_request_packet/source_request_017/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_179,source_request_017,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,complex,candidate_replacement_required,prediction_pdb_dropzone,casp17/strict_blind_source_gate_source_request_packet/source_request_017/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_180,source_request_017,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,complex,candidate_replacement_required,prediction_created_at,casp17/strict_blind_source_gate_source_request_packet/source_request_017/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_181,source_request_017,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,complex,candidate_replacement_required,native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_017/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_182,source_request_017,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,complex,candidate_replacement_required,prediction_created_at/native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_017/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_183,source_request_017,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,complex,candidate_replacement_required,native_authority_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_017/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_184,source_request_017,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,complex,candidate_replacement_required,creation_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_017/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_185,source_request_017,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,complex,candidate_replacement_required,no_leak_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_017/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_186,source_request_017,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,complex,candidate_replacement_required,method_summary,casp17/strict_blind_source_gate_source_request_packet/source_request_017/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_187,source_request_017,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,complex,candidate_replacement_required,operator_clearance,casp17/strict_blind_source_gate_source_request_packet/source_request_017/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
