artifact_id,label,status,ready_count,blocked_count,total_count,path,next_action,blockers
historical_seed_first_clearance_no_leak_gate,Fail-closed readiness gate for the first historical seed no-leak operator intake,awaiting_operator_no_leak_values,0,10,10,casp17/casp17_historical_seed_first_clearance_no_leak_gate_current.json,fill all operator_value and operator_clearance cells in the no-leak intake with independent evidence-shaped values before reviewing the promotion preview,"first:no_leak_evidence_ref,blocker:operator_value_missing,values_missing:10,clearance_missing:10,weak:2"
historical_seed_first_clearance_no_leak_evidence_packet,Operator evidence collection packet for the first historical seed no-leak gate,awaiting_first_clearance_no_leak_evidence_collection,0,10,10,casp17/casp17_historical_seed_first_clearance_no_leak_evidence_packet_current.json,collect evidence for no_leak_evidence_ref in casp17/historical_seed_first_clearance_no_leak_evidence_packet/hist_chignolin/field_evidence/no_leak_evidence_ref.md,"first:no_leak_evidence_ref,kind:independent_no_leak_evidence,stubs:10,weak:2,folder:casp17/historical_seed_first_clearance_no_leak_evidence_packet/hist_chignolin"
historical_seed_first_clearance_no_leak_evidence_review_gate,Review gate for filled first-clearance no-leak evidence packet values and stubs,awaiting_first_clearance_no_leak_evidence_review,0,10,10,casp17/casp17_historical_seed_first_clearance_no_leak_evidence_review_gate_current.json,fill operator_value for no_leak_evidence_ref in operator_evidence_template.csv,"first:no_leak_evidence_ref,blocker:template_operator_value_missing,template_missing:10,stub_evidence_missing:10,policy_blocked:10"
historical_seed_first_clearance_no_leak_evidence_sync_plan,Dry-run/apply plan from reviewed first-clearance no-leak evidence into the intake,awaiting_first_clearance_no_leak_evidence_review,0,10,10,casp17/casp17_historical_seed_first_clearance_no_leak_evidence_sync_plan_current.json,complete the no-leak evidence review gate before syncing into the intake,"mode:dry_run,review:awaiting_first_clearance_no_leak_evidence_review,first:no_leak_evidence_ref,blocker:template_operator_value_missing,applied:0"
historical_seed_first_clearance_closure_board,Ordered closure board for first historical seed no-leak clearance,awaiting_first_clearance_no_leak_closure,1,6,7,casp17/casp17_historical_seed_first_clearance_closure_board_current.json,collect evidence for no_leak_evidence_ref in casp17/historical_seed_first_clearance_no_leak_evidence_packet/hist_chignolin/field_evidence/no_leak_evidence_ref.md,"first:evidence_packet,status:awaiting_first_clearance_no_leak_evidence_collection,blocker:operator_value_missing,kit:operator_no_leak_intake_ready,gate:awaiting_operator_no_leak_values"
historical_seed_clearance_to_identity_intake_sync,Dry-run bridge from cleared historical seed manifest into competitive identity intake,waiting_on_cleared_seed_manifest,0,15,15,casp17/casp17_historical_seed_clearance_to_identity_intake_sync_current.json,clear historical seed rows before syncing competitive identity intake,"cleared_seed_rows:0,eligible:0,ready:0,waiting:15,applied:0,mode:dry_run"
sidechain_native_benchmark,No-leak historical sidechain/native benchmark exactness and sidechain metric gate,blocked,0,40,40,runs/casp17_sidechain_native_benchmark_packet_current.json,replace placeholder leakage_clearance with operator-confirmed no_leak provenance; place the cleared prediction/native PDB files for this benchmark row.,"leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing"
competitive_floor_batch,First 15 no-leak benchmark rows for competitive-floor unlock,ready_for_fill,15,0,15,casp17/casp17_competitive_floor_batch_current.json,Fill the copied competitive-floor task folders before expanding to the full 40-row win-tier set.,missing_evidence_items:490
competitive_floor_row_fill_status,Single-file row_fill completion status for competitive-floor rows,awaiting_fill,0,15,15,casp17/casp17_competitive_floor_row_fill_status_current.json,resolve row_fill.csv blockers and rerun operator-template/preflight,"filled:15,missing_fields:0,placeholders:450,missing_files:180"
competitive_floor_row_fill_worklist,Field-level operator action list for competitive-floor row_fill files,open_actions,0,450,15,casp17/casp17_competitive_floor_row_fill_worklist_current.json,replace with a stable hist_* ID for the chosen cleared historical target,benchmark_id_placeholder
competitive_floor_evidence_dropzone,Per-row evidence dropzones for competitive-floor file and field fills,open_actions,0,450,15,casp17/casp17_competitive_floor_evidence_dropzone_current.json,replace benchmark_id in row_fill.csv after choosing a cleared historical target,benchmark_id_placeholder
competitive_floor_evidence_import,Central import CSV for competitive-floor file copies and value-ledger updates,awaiting_import,0,450,450,casp17/casp17_competitive_floor_evidence_import_current.json,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV",awaiting_import_value
competitive_floor_evidence_round,One-shot evidence import/intake/patch/apply-plan round,awaiting_import,0,450,5,casp17/casp17_competitive_floor_evidence_round_current.json,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV",awaiting_import
competitive_floor_unlock_priority,Unlock priority for competitive-floor evidence imports,identity_unlock_required,0,210,60,casp17/casp17_competitive_floor_evidence_unlock_priority_current.json,fill benchmark_id and target_id values first; target_id unlocks canonical file recommendations,identity_unlock
competitive_floor_identity_unlock_kit,Compact identity unlock CSV for benchmark_id and target_id imports,awaiting_identity,0,15,15,casp17/casp17_competitive_floor_identity_unlock_kit_current.json,"Fill proposed_benchmark_id/proposed_target_id/evidence_ref/operator_clearance, then apply the kit.","proposed_benchmark_id_required,proposed_target_id_required,evidence_ref_required,operator_clearance_required"
competitive_floor_identity_unlock_round,One-shot identity kit/import/unlock-priority round,awaiting_identity,0,30,15,casp17/casp17_competitive_floor_identity_unlock_round_current.json,"fill proposed_benchmark_id, proposed_target_id, evidence_ref, and operator_clearance in the identity kit","identity_open:30,files_waiting:180"
competitive_floor_identity_intake_bundle,Operator identity intake bundle for clearing the competitive-floor identity gate,awaiting_identity,0,15,15,casp17/casp17_competitive_floor_identity_intake_bundle_current.json,"fill proposed_benchmark_id, proposed_target_id, evidence_ref, operator_clearance",missing_fields:60
competitive_floor_identity_intake_sync,Dry-run/apply bridge from identity intake bundle into identity unlock kit,awaiting_intake,0,15,15,casp17/casp17_competitive_floor_identity_intake_sync_current.json,"fill proposed_benchmark_id, proposed_target_id, evidence_ref, and operator_clearance in the intake bundle",missing_fields:60
competitive_floor_identity_candidate_packet,Local historical/operator manifest candidates for identity intake,awaiting_candidate_sources,0,15,15,casp17/casp17_competitive_floor_identity_candidate_packet_current.json,fix blocked local candidate rows until a cleared non-current historical target is ready,"source_ready:0,source_blocked:55,operator_preflight:blocked"
competitive_floor_unblock_map,Compact blocker map for the first 15 competitive-floor rows,awaiting_candidate_source_repair,0,15,15,casp17/casp17_competitive_floor_unblock_map_current.json,replace REQUIRED target/benchmark placeholders with a cleared non-current historical target identity,"phase_open:15/15/15/15/15,blocking_fields:285,source_ready:0,source_blocked:55,source_total:55"
competitive_floor_identity_source_repair_plan,Repair phases for blocked local identity candidate sources,awaiting_target_identity,0,200,40,casp17/casp17_competitive_floor_identity_source_repair_plan_current.json,replace REQUIRED target/benchmark placeholders with a cleared non-current historical target identity,"identity:40,core:40,provenance:40,ablation:40,calibration:40"
competitive_floor_target_identity_discovery,Local validation-derived target identity discovery,review_required,0,19,19,casp17/casp17_competitive_floor_target_identity_discovery_packet_current.json,"operator must confirm historical eligibility, native availability, and no-leak clearance","operator_review:3,current:16,closed:3,unknown:0,synthetic:0"
competitive_floor_target_identity_clearance_queue,No-leak/native/provenance clearance queue for discovered target identities,awaiting_target_identity_clearance,0,3,3,casp17/casp17_competitive_floor_target_identity_clearance_queue_current.json,provide a cleared native PDB and complete no-leak/operator provenance review,"prediction:3,ts:3,native:0,provenance:0,await_native:3"
competitive_floor_target_identity_clearance_workorder,Per-target native dropzones and no-leak provenance workorders,awaiting_native_or_provenance,0,3,3,casp17/casp17_competitive_floor_target_identity_clearance_workorder_current.json,place a cleared native PDB and complete the no-leak provenance template,"native_provenance:3,native:0,provenance:0,dropzones:3,templates_preserved:3,stubs_preserved:3"
competitive_floor_target_identity_clearance_operator_intake,Fail-closed operator intake bridge for native PDB and provenance evidence,awaiting_input,0,3,3,casp17/casp17_competitive_floor_target_identity_clearance_operator_intake_current.json,"fill native_source_pdb, no_leak_evidence_ref, operator, dates, and true/false provenance controls","ready:0,awaiting:3,blocked:0,applied:0,native_copied:0,provenance_patched:0"
competitive_floor_target_identity_clearance_native_candidates,RCSB native candidate search and current-target collision guard,review_required,0,5,5,casp17/casp17_competitive_floor_target_identity_clearance_native_candidate_packet_current.json,do not use until operator proves this is not leakage from a current/open CASP17 target,"operator_review:0,relaxed_review:0,blocked:4,collisions:4,no_candidate:1,prepared:0"
competitive_floor_target_identity_clearance_adjudication,Target-level native/no-leak risk adjudication for clearance,blocked_candidate_risk,0,3,3,casp17/casp17_competitive_floor_target_identity_clearance_adjudication_packet_current.json,replace this clearance target or provide independent operator proof that the candidate is not current-target leakage,"replacement:2,manual:1,operator_review:0,safe_apply:0,md:3"
competitive_floor_target_identity_clearance_replacement_queue,Replacement target queue for collision-blocked clearance rows,candidate_ready_for_operator_clearance,2,6,8,casp17/casp17_competitive_floor_target_identity_clearance_replacement_queue_current.json,generate or locate local internal prediction/TS artifacts before using this replacement candidate,"replacement_targets:2,ready:2,missing_prediction:2,current_collision:4,source_repair:0"
competitive_floor_target_identity_clearance_replacement_source_repair,Source repair packet for replacement candidates before clearance review,source_ready,1,3,4,casp17/casp17_competitive_floor_target_identity_clearance_replacement_source_repair_current.json,choose a non-colliding replacement target or prove no current-target leakage,"source_ready:1,ready_prediction:0,ready_validation:0,awaiting_sequence:0,cancelled:1,current_collision:2,md:4"
competitive_floor_target_identity_clearance_replacement_scorecard,Replacement source scorecards for clearance candidate evidence completeness,replacement_scorecard_blocked,1,3,4,casp17/casp17_competitive_floor_target_identity_clearance_replacement_scorecard_current.json,repair replacement source evidence before clearance review,"pass:1,blocked:3,scorecard_json:1"
competitive_floor_target_identity_clearance_replacement_workorder,Selected replacement clearance workorders with duplicate-candidate guard,partial_replacement_workorders_ready_for_operator_intake,1,1,2,casp17/casp17_competitive_floor_target_identity_clearance_replacement_workorder_current.json,choose a different ready replacement candidate before materializing this workorder,"selected:1,duplicate:1,no_ready:0,dropzones:1"
competitive_floor_target_identity_clearance_replacement_workorder_audit,Audit for replacement workorder native/provenance readiness,blocked,0,2,2,casp17/casp17_competitive_floor_target_identity_clearance_replacement_workorder_audit_current.json,place the cleared native PDB in the per-target native dropzone,"prediction:2,native:0,provenance:0,manifest:0,native_prediction_distinct:0,waiting:2"
competitive_floor_target_identity_clearance_replacement_pickup,Replacement clearance operator pickup packet,open_actions,0,2,2,casp17/casp17_competitive_floor_target_identity_clearance_replacement_pickup_current.json,place the cleared native PDB in the native dropzone,"selected:1,ready:0,awaiting:1,blocked_selection:1,native_missing:1,required_fields:11,operator_actions:4"
competitive_floor_target_identity_clearance_replacement_duplicate_resolution,Duplicate-resolution packet for replacement clearance workorders,operator_decision_required,0,4,4,casp17/casp17_competitive_floor_target_identity_clearance_replacement_duplicate_resolution_current.json,choose a new non-colliding closed protein replacement target or explicitly approve duplicate candidate reuse with no-leak rationale,"duplicates:1,duplicate_ready:1,cancelled:1,current_collision:2,missing_prediction:3"
competitive_floor_target_identity_clearance_replacement_decision_bundle,Operator decision bundle for replacement duplicate blockers,open_operator_decision,0,1,1,casp17/casp17_competitive_floor_target_identity_clearance_replacement_decision_bundle_current.json,"fill the new unique candidate intake template or explicitly approve duplicate candidate reuse with no-leak rationale, then rerun replacement workorders","folders:1,candidate_csv:1,new_unique_templates:1,duplicate_exception_templates:1,safe_unique:0,duplicate_ready:1"
competitive_floor_target_identity_clearance_replacement_decision_preflight,Fail-closed preflight for filled replacement decision inputs,awaiting_operator_decision,0,1,1,casp17/casp17_competitive_floor_target_identity_clearance_replacement_decision_preflight_current.json,"fill either the new unique candidate intake or the duplicate reuse exception, then rerun this preflight","ready_new:0,ready_duplicate:0,awaiting:1,conflict:0,new_unique_blockers:1,duplicate_exception_blockers:1"
competitive_floor_target_identity_clearance_manifest_sync,Fail-closed sync from cleared provenance templates into manifest stubs,awaiting_provenance,0,3,3,casp17/casp17_competitive_floor_target_identity_clearance_manifest_sync_current.json,complete the no-leak provenance template before syncing the manifest stub,"ready:0,awaiting_provenance:3,synced:0"
competitive_floor_target_identity_clearance_workorder_audit,Audit for per-target clearance workorder native/provenance readiness,blocked,0,3,3,casp17/casp17_competitive_floor_target_identity_clearance_workorder_audit_current.json,complete target-origin and no-leak evidence review before native/provenance promotion,"prediction:3,prediction_protein_atoms:1855,prediction_coordinate_valid:3,identity_discovery_blocked:3,identity_discovery_cleared:0,native:0,native_protein_atoms:0,native_coordinate_valid:0,provenance:0,evidence_ref:0,evidence_ref_verified:0,manifest:0,manifest_provenance_matched:0,manifest_provenance_mismatches:0,native_prediction_distinct:0,native_prediction_same:0"
competitive_floor_target_identity_metric_runway,Metric runway for target-identity clearance workorders after native/provenance fill,casp17_competitive_floor_target_identity_metric_runway_blocked_awaiting_native_provenance,0,3,3,casp17/casp17_competitive_floor_target_identity_metric_runway_current.json,"Fill native/provenance workorders, then use this runway to run complex metric calculations for competitive-floor identity targets.","targets:0/3/3,families:3/0,metric_requirements:27,prediction_native_provenance_evidence:3/0/0/0,native_candidates:4/1/5,proof_author:0/0,first:H1319,blocked:H1319/native_pdb_missing"
competitive_floor_native_provenance_operator_packet,"Target-grouped operator packet for native PDB, no-leak evidence, provenance, and manifest fill",casp17_competitive_floor_native_provenance_operator_packet_open_actions,0,3,3,casp17/casp17_competitive_floor_native_provenance_operator_packet_current.json,"Fill each target packet's native PDB, no-leak evidence reference, provenance fields, and manifest sync.","targets:3/0/3,actions:12/12,lanes:3/3/3/3,metric_requirements:27,prediction_native_provenance_evidence:3/0/0/0,native_candidates:4/1/5,proof_author:0/0,first_open:H1319"
competitive_floor_native_provenance_operator_packet_completion_audit,Completion audit for target-grouped native/provenance operator packet files,casp17_competitive_floor_native_provenance_operator_packet_completion_audit_pass,3,0,3,casp17/casp17_competitive_floor_native_provenance_operator_packet_completion_audit_current.json,Use this green packet-file audit before filling native PDB and no-leak provenance values.,"targets:3/0/3,packet_files:3/3/3/3/3,action_rows:12/12/mismatch:0,native_candidates:5/5/mismatch:0,lanes:3/3/3/3,inputs:3/3/3/0/3/3/3/3,coordinate_copies:0/0,proof_author:0/0,first:H1319,blocked:-"
competitive_floor_native_provenance_metric_unlock_bridge,Bridge from native/provenance operator packets to metric runway execution,casp17_competitive_floor_native_provenance_metric_unlock_bridge_blocked_awaiting_operator_values,0,3,3,casp17/casp17_competitive_floor_native_provenance_metric_unlock_bridge_current.json,"Fill native PDB, no-leak evidence, provenance, and manifest values, then rerun clearance audits.","targets:0/3/3,packet/workorder/runway:3/0/0,metric_requirements:27,inputs:3/3/3/0/3/3/3/3,actions:3/3/3/3/12,native_candidates:4/1/5,provenance_evidence_identity:0/0/0,proof_author:0/0,first:H1319,blocked:H1319/native_pdb_missing"
competitive_floor_first_native_provenance_unlock_kit,First blocked target native/provenance unlock operator kit,casp17_competitive_floor_first_native_provenance_unlock_kit_ready_for_operator_fill,1,0,1,casp17/casp17_competitive_floor_first_native_provenance_unlock_kit_current.json,place operator-cleared native PDB in the native dropzone,"target:H1319,fields:13,actions:4,bundle_actions:4,packet_pass:True,metric_ready:False,workorder_pass:False,inputs:1/1/1/0/1/1/1/1,provenance_evidence_identity:0/0/0,proof_author:0/0,coordinate_copies:0,first:native_pdb_missing"
competitive_floor_batch_native_provenance_unlock_kit,Batch native/provenance unlock operator kit for all blocked targets,casp17_competitive_floor_batch_native_provenance_unlock_kit_ready_for_operator_fill,3,0,3,casp17/casp17_competitive_floor_batch_native_provenance_unlock_kit_current.json,"Fill the batch native_source_pdb and no-leak provenance rows, then rerun the listed commands.","targets:3/0/3,target_ids:H1319,H1321,H2324,fields:13/39,actions:12/12,packet/workorder/runway:3/0/0,inputs:3/3/3/0/3/3/3/3,provenance_evidence_identity:0/0/0,proof_author:0/0,coordinate_copies:0,first:native_pdb_missing"
competitive_floor_batch_native_provenance_unlock_kit_completion_audit,Completion audit for the batch native/provenance unlock operator kit,casp17_competitive_floor_batch_native_provenance_unlock_kit_completion_audit_pass,3,0,3,casp17/casp17_competitive_floor_batch_native_provenance_unlock_kit_completion_audit_current.json,Fill batch native/provenance operator values after this file-completion audit passes.,"targets:3/0/3,batch_files:6/6,batch_intake:3/3/mismatch:0,batch_actions:12/12/mismatch:0,target_files:3/3/3/3/3/3,target_intake:3/3/mismatch:0,target_actions:12/12/mismatch:0,coordinate_copies:0/0,native_provenance_evidence_identity:0/0/0/0,proof_author:0/0,first:-/-"
competitive_floor_batch_native_provenance_value_gate,Dry value gate for batch native/provenance operator fill,casp17_competitive_floor_batch_native_provenance_value_gate_blocked_awaiting_operator_values,0,3,3,casp17/casp17_competitive_floor_batch_native_provenance_value_gate_current.json,"Fill blocked batch native/provenance values, then rerun this value gate.","targets:0/3/3,fields:13/39,values:3/36,native/evidence:0/0,clearance/date/boolean:0/0/0,coordinate_copies:0/0,proof_author:0/0,first:H1319/native_source_pdb_required"
competitive_floor_batch_native_provenance_value_action_board,Field-level action board for batch native/provenance operator values,casp17_competitive_floor_batch_native_provenance_value_action_board_open_actions,0,3,3,casp17/casp17_competitive_floor_batch_native_provenance_value_action_board_current.json,"Fill native_source_pdb in casp17/competitive_floor_batch_native_provenance_unlock_kit/operator_fill_intake_batch.csv with local protein PDB path distinct from prediction, then rerun the value gate.","targets:3/0/3,actions:36/36,lanes:3/3/6/3/6/15/0,coordinate_copies:0,proof_author:0/0,first:H1319/native_source_pdb/native_source_pdb_required"
competitive_floor_batch_native_provenance_value_action_board_completion_audit,Completion audit for batch native/provenance value action board,casp17_competitive_floor_batch_native_provenance_value_action_board_completion_audit_pass,3,0,3,casp17/casp17_competitive_floor_batch_native_provenance_value_action_board_completion_audit_current.json,"Fill the 36 operator values in the batch intake CSV, then rerun the value gate.","targets:3/0/3,actions:36/36/mismatch:0,target_files:3/3/3,target_rows:36/36/mismatch:0,coordinate_copies:0/0,proof_author:0/0,first:-/-"
competitive_floor_batch_native_provenance_operator_fill_preflight,Operator-fill preflight packet for batch native/provenance values,casp17_competitive_floor_batch_native_provenance_operator_fill_preflight_ready_for_operator_fill,3,0,3,casp17/casp17_competitive_floor_batch_native_provenance_operator_fill_preflight_current.json,"Fill the target operator templates or batch intake CSV, then rerun the value gate.","targets:3/0/3,actions:3/3/6/3/6/15/0,coordinate_copies:0/0,proof_author:0/0,first:H1319/-/-"
competitive_floor_batch_native_provenance_operator_fill_preflight_completion_audit,Completion audit for batch native/provenance operator-fill preflight packet,casp17_competitive_floor_batch_native_provenance_operator_fill_preflight_completion_audit_pass,3,0,3,casp17/casp17_competitive_floor_batch_native_provenance_operator_fill_preflight_completion_audit_current.json,"Fill the target operator templates or batch intake CSV, then rerun the value gate.","targets:3/0/3,target_files:3/3/3/3,template_rows:3/3/mismatch:0,policy_rows:36/36/mismatch:0,coordinate_copies:0/0,proof_author:0/0,first:-/-"
competitive_floor_target_identity_clearance_action_board,Operator action board for clearing target identity native/provenance blockers,open_actions,0,12,12,casp17/casp17_competitive_floor_target_identity_clearance_action_board_current.json,Place an operator-cleared native protein PDB in the native dropzone; ensure it is distinct from the prediction and has valid ATOM coordinates.,"native:3,evidence:3,provenance:3,manifest:3"
competitive_floor_target_identity_clearance_action_bundle,Per-target request folders for target identity clearance actions,open_actions,0,12,12,casp17/casp17_competitive_floor_target_identity_clearance_action_bundle_current.json,casp17/competitive_floor_target_identity_clearance_action_bundle/H1319_Human_astrovirus_VA1_capsid_spike_-_antibody_7C8_complex/action_001_native_dropzone/ACTION.md,"targets:3,folders:12,files:24,native:3,evidence:3,provenance:3,manifest:3"
competitive_floor_target_identity_clearance_promotion_plan,Fail-closed promotion plan for audited target identity manifest stubs,blocked_by_audit,0,3,3,casp17/casp17_competitive_floor_target_identity_clearance_promotion_plan_current.json,clear the native/provenance workorder audit before promotion,"audit_pass:0,promoted:0,manifest:0"
competitive_floor_target_identity_clearance_intake_staging,Fail-closed staging plan from cleared target identity manifest rows into identity intake slots,waiting_on_promoted_manifest,0,0,0,casp17/casp17_competitive_floor_target_identity_clearance_intake_staging_plan_current.json,wait for promoted clearance manifest rows,"promoted:0,staged:0,open_slots:15"
competitive_floor_target_identity_clearance_candidate_intake_sync,Fail-closed sync from reviewed clearance candidate intake rows into the live intake bundle,waiting_on_staged_identity,0,15,15,casp17/casp17_competitive_floor_target_identity_clearance_candidate_intake_sync_current.json,wait for clearance intake staging to produce staged_for_operator_review rows,"ready:0,waiting:15,applied:0"
competitive_floor_target_identity_clearance_cycle,One-shot downstream clearance cycle from manifest sync through workbench refresh,awaiting_operator_intake,1,8,9,casp17/casp17_competitive_floor_target_identity_clearance_cycle_current.json,"fill native_source_pdb, no_leak_evidence_ref, operator, dates, and true/false provenance controls","sync:awaiting_provenance,audit:blocked,promotion:blocked_by_audit,staged:0"
competitive_floor_identity_cycle,One-shot identity progression cycle from intake sync to readiness gate and workbench refresh,awaiting_intake,1,6,7,casp17/casp17_competitive_floor_identity_cycle_current.json,"fill proposed_benchmark_id, proposed_target_id, evidence_ref, and operator_clearance in the intake bundle","sync:awaiting_intake,readiness:awaiting_identity,missing_fields:60"
competitive_floor_file_source_plan,"Identity-aware source-path plan for prediction, native, and ablation PDB imports",waiting_on_identity,0,180,180,casp17/casp17_competitive_floor_file_source_plan_current.json,fill and apply the compact identity unlock kit first,target_identity_required
competitive_floor_value_entry_plan,Identity-aware target/provenance/calibration value entry plan,waiting_on_identity,0,270,270,casp17/casp17_competitive_floor_value_entry_plan_current.json,fill and apply the compact identity unlock kit first,target_identity_required
competitive_floor_execution_board,Row-level competitive-floor execution board,awaiting_identity,0,450,15,casp17/casp17_competitive_floor_execution_board_current.json,"fill proposed_benchmark_id, proposed_target_id, evidence_ref, and operator_clearance",awaiting_identity
competitive_floor_readiness_gate,Gate for competitive-floor promotion from row-level execution evidence,awaiting_identity,1,5,6,casp17/casp17_competitive_floor_readiness_gate_current.json,"fill proposed_benchmark_id, proposed_target_id, evidence_ref, and operator_clearance",identity_gate
competitive_floor_value_ledger,"Per-row value ledgers for target identity, provenance, and calibration fields",awaiting_values,0,270,270,casp17/casp17_competitive_floor_value_ledger_current.json,enter the cleared historical benchmark_id and cite the local target-selection evidence,awaiting_value
competitive_floor_evidence_intake,Dropzone intake audit and row_fill patch candidates,awaiting_evidence,0,450,450,casp17/casp17_competitive_floor_evidence_intake_current.json,fill benchmark_id in row_fill.csv from cleared local evidence,awaiting_operator_value
competitive_floor_row_fill_patch_gate,Dry-run gate for row_fill patch candidates before operator application,awaiting_evidence,0,450,450,casp17/casp17_competitive_floor_row_fill_patch_gate_current.json,"provide the missing cleared evidence, then rerun intake and this patch gate",awaiting_evidence
competitive_floor_row_fill_apply_plan,Apply-plan review for ready row_fill patch candidates,awaiting_evidence,0,450,450,casp17/casp17_competitive_floor_row_fill_apply_plan_current.json,"wait for cleared evidence, then rerun intake and patch gate",awaiting_evidence
competitive_floor_operator_template,Candidate operator CSV assembled from filled competitive-floor batch folders,blocked,0,15,15,casp17/casp17_competitive_floor_batch_operator_template_current.json,"Fill batch row metadata, required file paths, provenance, and calibration until this candidate is ready_for_preflight.","missing_files:0,placeholder_paths:180,provenance_blockers:150,calibration_blockers:90,row_fill_candidates:15"
competitive_floor_operator_preflight,Preflight audit for the competitive-floor operator CSV,blocked,0,15,15,casp17/casp17_competitive_floor_batch_operator_preflight_current.json,"Resolve the first blocked competitive-floor operator row, then rerun the preflight.","ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric"
data_bundle,CASP17 local data mirror,ready,822,0,822,casp17/casp17_data_bundle_manifest_current.json,Refresh after new CASP17 runtime artifacts are generated.,missing_bundle_count:0
